,structure,GH,ads-bandcenter,Lads-H,Nval,EI,EA,Enads,CN,Lpa,LPb,Ssur,Lau-H,Cads,Pstr,CAX,CAY,CAZ-M,Cads-val,deltaEA,Erel
306,12-WSe-Au-1,1.46720896,-2.869365191,2.060266667,4,9.753,2.02,2.55,3,10.0158,10.0158,86.87642061,5.875389285,6.267849333,1.2,8.346220439,0.964118718,2.63378278,2.267849333,1.205,0.96619685
307,12-WSe-Au-1,1.47132389,-2.8991859,2.147666667,4,9.753,2.02,2.55,3,10.0158,10.0158,86.87642061,3.817593559,6.320349667,1.2,-0.367475008,4.061798694,2.737127403,2.320349667,1.205,0.96619685
308,12-WSe-Au-1,1.43328098,-2.898158703,2.1509,4,9.753,2.02,2.55,3,10.0158,10.0158,86.87642061,3.184539408,6.359593333,1.2,2.052141412,1.169563055,2.752349854,2.359593333,1.205,0.96619685
309,12-WSe-Au-1,1.51100336,-2.850143217,2.0598,4,9.753,2.02,2.55,3,10.0158,10.0158,86.87642061,5.862546548,6.473556667,1.2,-1.671712531,6.742220655,2.643952127,2.473556667,1.205,0.96619685
310,12-WSe-Au-1,1.34219637,-0.787670316,1.961433333,4,7.98,0.815,2.36,3,10.0158,10.0158,86.87642061,6.506737551,13.174387,1.2,6.715752006,1.902246064,-0.361396367,9.174387,-1.205,0.96619685
311,12-WSe-Au-1,-0.36000767,-2.493218596,1.5857,10,9.225,2.309,2.54,1,10.0158,10.0158,86.87642061,1.58568145,11.170817,1.2,2.577019003,2.792180796,5.538713902,1.170817,0.289,0.96619685
312,12-WSe-Au-1,-0.35955503,-2.493218596,1.5856,10,9.225,2.309,2.54,1,10.0158,10.0158,86.87642061,1.585549452,11.170817,1.2,2.625670104,4.153019145,5.538165268,1.170817,0.289,0.96619685
313,12-WSe-Au-1,1.63034154,-2.850843504,1.5355,4,9.753,2.02,2.55,1,10.0158,10.0158,86.87642061,5.083883581,6.388055,1.2,-1.666216359,4.680359304,3.154028844,2.388055,1.205,0.96619685
314,12-WSe-Au-1,1.43328748,-2.89860491,2.153333333,4,9.753,2.02,2.55,3,10.0158,10.0158,86.87642061,3.172161145,6.357686333,1.2,5.0450786,6.306632513,2.754535088,2.357686333,1.205,0.96619685
315,12-WSe-Au-1,1.47011845,-2.89860491,2.1504,4,9.753,2.02,2.55,3,10.0158,10.0158,86.87642061,3.846205739,6.357686333,1.2,5.372401505,6.968983469,2.738216263,2.357686333,1.205,0.96619685
316,12-WSe-Au-1,-0.35464398,-2.493218596,1.5842,10,9.225,2.309,2.54,1,10.0158,10.0158,86.87642061,1.584148045,11.170817,1.2,2.767576387,5.575858558,5.492084254,1.170817,0.289,0.96619685
317,12-WSe-Au-1,1.44213506,-2.869365191,2.139,4,9.753,2.02,2.55,3,10.0158,10.0158,86.87642061,5.443727229,6.267849333,1.2,8.355351276,0.551690381,2.72522747,2.267849333,1.205,0.96619685
318,12-WSe-Au-1,1.47232624,-2.850143217,2.1477,4,9.753,2.02,2.55,3,10.0158,10.0158,86.87642061,5.668485494,6.473556667,1.2,-2.032486949,6.964730564,2.745269799,2.473556667,1.205,0.96619685
319,12-WSe-Au-2,1.24864545,-2.869560212,2.155966667,4,9.753,2.02,2.55,3,10.0158,10.0158,86.87642061,3.184660104,6.300258333,1.2,1.64233514,6.299484567,2.757983243,2.300258333,1.205,0.96619685
320,12-WSe-Au-2,1.24881639,-2.827305945,2.148,4,9.753,2.02,2.55,3,10.0158,10.0158,86.87642061,3.188608783,6.331991667,1.2,6.315864212,4.091989276,2.746367763,2.331991667,1.205,0.96619685
321,12-WSe-Au-2,-0.54185604,-2.344127333,1.5854,10,9.225,2.309,2.54,1,10.0158,10.0158,86.87642061,1.585305605,11.179184,1.2,1.653876189,3.613192406,5.526987817,1.179184,0.289,0.96619685
322,12-WSe-Au-2,-0.53873255,-2.344127333,1.5851,10,9.225,2.309,2.54,1,10.0158,10.0158,86.87642061,1.585013544,11.179184,1.2,1.115663644,2.632000127,5.49508889,1.179184,0.289,0.96619685
323,12-WSe-Au-2,1.26733615,-2.869560212,2.155066667,4,9.753,2.02,2.55,3,10.0158,10.0158,86.87642061,3.461105304,6.300258333,1.2,2.060530836,6.937401983,2.750907666,2.300258333,1.205,0.96619685
324,12-WSe-Au-2,1.40519352,-2.869560212,2.1727,4,9.753,2.02,2.55,3,10.0158,10.0158,86.87642061,3.242788131,6.300258333,1.2,1.664774361,6.264400756,2.778445232,2.300258333,1.205,0.96619685
325,12-WSe-Au-2,1.2863251,-2.836988568,2.146633333,4,9.753,2.02,2.55,3,10.0158,10.0158,86.87642061,3.834521249,6.399277,1.2,4.99548991,6.325744079,2.7356153,2.399277,1.205,0.96619685
326,12-WSe-Au-2,1.45243676,-2.827305945,2.159866667,4,9.753,2.02,2.55,3,10.0158,10.0158,86.87642061,4.966814057,6.331991667,1.2,7.056302111,4.097765023,2.754417842,2.331991667,1.205,0.96619685
327,12-WSe-Au-2,1.24936895,-2.827305945,2.156666667,4,9.753,2.02,2.55,3,10.0158,10.0158,86.87642061,3.185006865,6.331991667,1.2,6.299109719,4.091714013,2.760279204,2.331991667,1.205,0.96619685
328,12-WSe-Au-2,-0.54312046,-2.344127333,1.5853,10,9.225,2.309,2.54,1,10.0158,10.0158,86.87642061,1.585235225,11.179184,1.2,2.388256307,2.589166395,5.535106565,1.179184,0.289,0.96619685
329,12-WSe-Au-2,1.65662248,-2.841083781,1.532,4,9.753,2.02,2.55,1,10.0158,10.0158,86.87642061,5.13602685,6.301045,1.2,6.677077779,1.822498051,3.148665854,2.301045,1.205,0.96619685
330,12-WSe-Au-2,1.61397945,-2.812883812,1.5303,4,9.753,2.02,2.55,1,10.0158,10.0158,86.87642061,3.912828324,6.335452,1.2,-1.681649427,4.827426533,3.155124035,2.335452,1.205,0.96619685
331,12-WSe-Au-2,-0.53778006,-2.344127333,1.5845,10,9.225,2.309,2.54,1,10.0158,10.0158,86.87642061,1.584484391,11.179184,1.2,1.888755337,3.486062435,5.484991586,1.179184,0.289,0.96619685
332,12-WSe-Au-2,-0.54405678,-2.344127333,1.5859,10,9.225,2.309,2.54,1,10.0158,10.0158,86.87642061,1.585864955,11.179184,1.2,1.757096291,3.738372586,5.556640426,1.179184,0.289,0.96619685
333,12-WSe-Au-2,1.45580753,-2.836988568,2.159533333,4,9.753,2.02,2.55,3,10.0158,10.0158,86.87642061,4.869453794,6.399277,1.2,5.402762672,6.961645847,2.754963376,2.399277,1.205,0.96619685
334,12-WSe-Au-2,-0.54216218,-2.344127333,1.5851,10,9.225,2.309,2.54,1,10.0158,10.0158,86.87642061,1.585064101,11.179184,1.2,1.618401847,3.653938392,5.538323451,1.179184,0.289,0.96619685
335,12-WSe-Au-2,1.46628235,-2.869560212,2.140966667,4,9.753,2.02,2.55,3,10.0158,10.0158,86.87642061,4.148286014,6.300258333,1.2,1.304199214,6.941172164,2.730255695,2.300258333,1.205,0.96619685
336,15-WSe-Au-1,-0.35851643,-2.49912274,1.5849,10,9.225,2.309,2.54,1,10.0455,10.0455,87.39241636,1.584858337,11.406092,1.5,2.690312222,4.136076164,5.510302584,1.406092,0.289,0.98126126
337,15-WSe-Au-1,1.43399917,-2.892609593,2.1568,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,3.187500812,6.284914,1.5,4.637847811,1.177488491,2.751214887,2.284914,1.205,0.98126126
338,15-WSe-Au-1,-0.35463749,-2.49912274,1.5854,10,9.225,2.309,2.54,1,10.0455,10.0455,87.39241636,1.585357675,11.406092,1.5,3.796582944,4.198999518,5.463191734,1.406092,0.289,0.98126126
339,15-WSe-Au-1,-0.35600764,-2.49912274,1.5847,10,9.225,2.309,2.54,1,10.0455,10.0455,87.39241636,1.584676154,11.406092,1.5,3.356721537,3.292158841,5.473485208,1.406092,0.289,0.98126126
340,15-WSe-Au-1,1.43389805,-2.908294677,2.160566667,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,3.205174129,6.399453667,1.5,5.033808711,6.319265333,2.754574795,2.399453667,1.205,0.98126126
341,15-WSe-Au-1,1.48262267,-2.870151882,2.067366667,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,5.882087915,6.252851,1.5,8.36754111,0.966675798,2.636833135,2.252851,1.205,0.98126126
342,15-WSe-Au-1,1.47329389,-2.903128089,2.1597,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,3.839520262,6.314653667,1.5,-0.375583383,4.085770502,2.744249626,2.314653667,1.205,0.98126126
343,15-WSe-Au-1,-0.35160603,-2.49912274,1.5848,10,9.225,2.309,2.54,1,10.0455,10.0455,87.39241636,1.584719962,11.406092,1.5,2.93195867,4.116280366,5.447629963,1.406092,0.289,0.98126126
344,15-WSe-Au-1,1.43396635,-2.892609593,2.1564,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,3.181957685,6.284914,1.5,4.636883712,1.176240517,2.749935609,2.284914,1.205,0.98126126
345,15-WSe-Au-1,1.43422396,-2.893404747,2.159066667,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,3.18217342,6.323537333,1.5,2.068942671,1.171674463,2.751808721,2.323537333,1.205,0.98126126
346,15-WSe-Au-1,1.5238317,-2.852144571,2.065566667,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,5.873561341,6.502281,1.5,-1.673024229,6.766970621,2.642325622,2.502281,1.205,0.98126126
347,15-WSe-Au-1,-0.36001213,-2.49912274,1.5847,10,9.225,2.309,2.54,1,10.0455,10.0455,87.39241636,1.584658026,11.406092,1.5,0.85111508,2.602852109,5.554410914,1.406092,0.289,0.98126126
348,15-WSe-Au-1,-0.35137557,-2.49912274,1.584,10,9.225,2.309,2.54,1,10.0455,10.0455,87.39241636,1.583967097,11.406092,1.5,2.862842966,3.988436578,5.445268597,1.406092,0.289,0.98126126
349,15-WSe-Au-1,1.61963541,-2.855003725,1.5353,4,9.753,2.02,2.55,1,10.0455,10.0455,87.39241636,5.094666311,6.480681,1.5,-1.666854252,4.710012815,3.145231081,2.480681,1.205,0.98126126
350,15-WSe-Au-1,1.62117331,-2.850429481,1.5355,4,9.753,2.02,2.55,1,10.0455,10.0455,87.39241636,5.116879857,6.569193,1.5,-3.422593401,7.780998556,3.149089676,2.569193,1.205,0.98126126
351,15-WSe-Au-1,-0.35420696,-2.49912274,1.5851,10,9.225,2.309,2.54,1,10.0455,10.0455,87.39241636,1.585001795,11.406092,1.5,2.936337991,5.325467536,5.476369686,1.406092,0.289,0.98126126
352,15-WSe-Au-1,1.43413619,-2.908294677,2.162666667,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,3.171648502,6.399453667,1.5,5.053858234,6.314438697,2.757670834,2.399453667,1.205,0.98126126
353,15-WSe-Au-1,1.44888804,-2.870151882,2.144866667,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,5.462483845,6.252851,1.5,8.373658338,0.548713681,2.72172507,2.252851,1.205,0.98126126
354,15-WSe-Au-1,1.47287214,-2.903128089,2.151833333,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,3.860590495,6.314653667,1.5,-0.373937449,4.067067241,2.731619321,2.314653667,1.205,0.98126126
355,15-WSe-Au-2,-0.53824988,-2.349900357,1.5843,10,9.225,2.309,2.54,1,10.0455,10.0455,87.39241636,1.58423866,11.221391,1.5,1.644327277,3.492249451,5.477991143,1.221391,0.289,0.98126126
356,15-WSe-Au-2,1.25040975,-2.87767856,2.155833333,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,3.189979598,6.319616,1.5,4.631951881,1.169053902,2.748307022,2.319616,1.205,0.98126126
357,15-WSe-Au-2,-0.5434321,-2.349900357,1.5857,10,9.225,2.309,2.54,1,10.0455,10.0455,87.39241636,1.585675258,11.221391,1.5,2.353762457,2.481549369,5.534748797,1.221391,0.289,0.98126126
358,15-WSe-Au-2,1.454811,-2.828065151,2.162466667,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,4.980073261,6.326122,1.5,7.077873852,4.104354147,2.747485273,2.326122,1.205,0.98126126
359,15-WSe-Au-2,1.28849641,-2.829551929,2.160566667,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,3.890525327,6.423548667,1.5,0.375410234,-1.70345947,2.743747846,2.423548667,1.205,0.98126126
360,15-WSe-Au-2,-0.54178839,-2.349900357,1.5852,10,9.225,2.309,2.54,1,10.0455,10.0455,87.39241636,1.585162789,11.221391,1.5,1.657597131,3.599759767,5.508322397,1.221391,0.289,0.98126126
361,15-WSe-Au-2,2.22977228,-2.829482137,2.297233333,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,5.786749723,6.426254667,1.5,-3.349618971,5.794589878,3.065241251,2.426254667,1.205,0.98126126
362,15-WSe-Au-2,1.26628071,-2.869184116,2.147233333,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,5.45221702,6.27184,1.5,8.373035776,0.545046518,2.725454032,2.27184,1.205,0.98126126
363,15-WSe-Au-2,1.43633238,-2.846794974,1.5365,4,9.753,2.02,2.55,1,10.0455,10.0455,87.39241636,4.946756172,6.605267,1.5,-3.536792795,7.509850862,3.13517734,2.605267,1.205,0.98126126
364,15-WSe-Au-2,-0.53598711,-2.349900357,1.5836,10,9.225,2.309,2.54,1,10.0455,10.0455,87.39241636,1.583526713,11.221391,1.5,2.121550146,2.597994936,5.464746857,1.221391,0.289,0.98126126
365,15-WSe-Au-2,1.64860305,-2.842544016,1.5313,4,9.753,2.02,2.55,1,10.0455,10.0455,87.39241636,5.130469341,6.304869,1.5,6.702786568,1.912841552,3.142106648,2.304869,1.205,0.98126126
366,15-WSe-Au-2,1.60669017,-2.828348306,1.5301,4,9.753,2.02,2.55,1,10.0455,10.0455,87.39241636,3.939898371,6.341827,1.5,-1.68642266,4.842051274,3.145769079,2.341827,1.205,0.98126126
367,15-WSe-Au-2,1.24931219,-2.828065151,2.162933333,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,3.205873028,6.326122,1.5,7.072022848,4.117885918,2.756221189,2.326122,1.205,0.98126126
368,15-WSe-Au-2,1.40878876,-2.869184116,2.1699,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,3.219503971,6.27184,1.5,8.780727306,1.203338236,2.763086825,2.27184,1.205,0.98126126
369,15-WSe-Au-2,1.46966839,-2.87767856,2.149666667,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,4.183487506,6.319616,1.5,5.011395768,0.540695454,2.72862549,2.319616,1.205,0.98126126
370,15-WSe-Au-2,1.45562984,-2.828065151,2.163866667,4,9.753,2.02,2.55,3,10.0455,10.0455,87.39241636,4.872012501,6.326122,1.5,7.08097305,4.100883106,2.750445571,2.326122,1.205,0.98126126
371,15-WSe-Au-2,-0.54134944,-2.349900357,1.5846,10,9.225,2.309,2.54,1,10.0455,10.0455,87.39241636,1.584536957,11.221391,1.5,1.244935922,2.097438408,5.504843243,1.221391,0.289,0.98126126
372,2-WSe-Au-1,-0.35789596,-2.482873764,1.5854,10,9.225,2.309,2.54,1,10.0949,10.0949,88.25405604,1.585394412,11.304034,2,2.790509628,4.48781258,5.525266978,1.304034,0.289,0.98217036
373,2-WSe-Au-1,1.4891095,-2.853663231,2.1629,4,9.753,2.02,2.55,3,10.0949,10.0949,88.25405604,5.68722468,6.584198,2,-2.060813441,7.018027674,2.742713675,2.584198,1.205,0.98217036
374,2-WSe-Au-1,-0.35481017,-2.482873764,1.5849,10,9.225,2.309,2.54,1,10.0949,10.0949,88.25405604,1.584808678,11.304034,2,1.069979136,2.647171205,5.491121803,1.304034,0.289,0.98217036
375,2-WSe-Au-1,1.4409756,-2.907885872,2.1727,4,9.753,2.02,2.55,3,10.0949,10.0949,88.25405604,3.191481123,6.454745,2,5.062594788,6.343330005,2.755904457,2.454745,1.205,0.98217036
376,2-WSe-Au-1,1.51221019,-2.87184122,2.076433333,4,9.753,2.02,2.55,3,10.0949,10.0949,88.25405604,5.890607987,6.283351333,2,8.414171433,0.971415547,2.636065716,2.283351333,1.205,0.98217036
377,2-WSe-Au-1,1.48007674,-2.907034147,2.172066667,4,9.753,2.02,2.55,3,10.0949,10.0949,88.25405604,3.899760392,6.356415,2,-0.398314719,4.090265359,2.74538145,2.356415,1.205,0.98217036
378,2-WSe-Au-1,-0.35550264,-2.482873764,1.5853,10,9.225,2.309,2.54,1,10.0949,10.0949,88.25405604,1.585231574,11.304034,2,2.803547314,4.20100206,5.483481063,1.304034,0.289,0.98217036
379,2-WSe-Au-1,1.48863599,-2.853663231,2.168833333,4,9.753,2.02,2.55,3,10.0949,10.0949,88.25405604,5.685253329,6.584198,2,-1.679384842,6.356349049,2.750477423,2.584198,1.205,0.98217036
380,2-WSe-Au-1,1.44049358,-2.896750259,2.1703,4,9.753,2.02,2.55,3,10.0949,10.0949,88.25405604,3.203218843,6.408890333,2,2.083382671,1.185074286,2.752057247,2.408890333,1.205,0.98217036
381,2-WSe-Au-1,-0.35686207,-2.482873764,1.586,10,9.225,2.309,2.54,1,10.0949,10.0949,88.25405604,1.585952859,11.304034,2,2.705511773,4.198843621,5.511309148,1.304034,0.289,0.98217036
382,2-WSe-Au-1,1.60432899,-2.851986778,1.5342,4,9.753,2.02,2.55,1,10.0949,10.0949,88.25405604,5.137105438,6.465365,2,-1.677119663,4.743490399,3.139263341,2.465365,1.205,0.98217036
383,2-WSe-Au-1,-0.35428415,-2.482873764,1.5855,10,9.225,2.309,2.54,1,10.0949,10.0949,88.25405604,1.58542105,11.304034,2,2.879174314,4.282813239,5.477744997,1.304034,0.289,0.98217036
384,2-WSe-Au-1,1.44050848,-2.907885872,2.1677,4,9.753,2.02,2.55,3,10.0949,10.0949,88.25405604,3.181685932,6.454745,2,5.070768347,6.352187342,2.748003227,2.454745,1.205,0.98217036
385,2-WSe-Au-1,1.47872348,-2.907885872,2.165333333,4,9.753,2.02,2.55,3,10.0949,10.0949,88.25405604,3.862775404,6.454745,2,5.420229803,7.034057281,2.734950374,2.454745,1.205,0.98217036
386,2-WSe-Au-1,-0.35455332,-2.482873764,1.5842,10,9.225,2.309,2.54,1,10.0949,10.0949,88.25405604,1.584107262,11.304034,2,2.710893475,5.636640204,5.485555235,1.304034,0.289,0.98217036
387,2-WSe-Au-1,1.46511872,-2.87184122,2.159066667,4,9.753,2.02,2.55,3,10.0949,10.0949,88.25405604,5.450851916,6.283351333,2,8.416942021,0.539288128,2.72550499,2.283351333,1.205,0.98217036
388,2-WSe-Au-1,-0.35556865,-2.482873764,1.5854,10,9.225,2.309,2.54,1,10.0949,10.0949,88.25405604,1.585333249,11.304034,2,2.768110247,4.14644124,5.480873969,1.304034,0.289,0.98217036
389,2-WSe-Au-2,-0.54310128,-2.336097634,1.584,10,9.225,2.309,2.54,1,10.0949,10.0949,88.25405604,1.583989698,11.222806,2,2.31150296,2.584768933,5.50504766,1.222806,0.289,0.98217036
390,2-WSe-Au-2,-0.5364128,-2.336097634,1.5842,10,9.225,2.309,2.54,1,10.0949,10.0949,88.25405604,1.584128411,11.222806,2,2.28769158,2.888030236,5.438927612,1.222806,0.289,0.98217036
391,2-WSe-Au-2,-0.54413647,-2.336097634,1.5851,10,9.225,2.309,2.54,1,10.0949,10.0949,88.25405604,1.585029335,11.222806,2,1.599013975,3.721090534,5.535020218,1.222806,0.289,0.98217036
392,2-WSe-Au-2,1.29149361,-2.832811473,2.1726,4,9.753,2.02,2.55,3,10.0949,10.0949,88.25405604,3.907917253,6.541468333,2,5.43728303,7.027422328,2.744717919,2.541468333,1.205,0.98217036
393,2-WSe-Au-2,1.41657933,-2.869469341,2.185466667,4,9.753,2.02,2.55,3,10.0949,10.0949,88.25405604,3.189238586,6.415430333,2,1.678573293,6.310827904,2.770204224,2.415430333,1.205,0.98217036
394,2-WSe-Au-2,1.41755314,-2.848884588,1.5355,4,9.753,2.02,2.55,1,10.0949,10.0949,88.25405604,5.120853504,6.451354,2,3.261698229,7.828763414,3.141223339,2.451354,1.205,0.98217036
395,2-WSe-Au-2,-0.5371955,-2.336097634,1.5839,10,9.225,2.309,2.54,1,10.0949,10.0949,88.25405604,1.583859472,11.222806,2,2.115412431,2.634246423,5.443012139,1.222806,0.289,0.98217036
396,2-WSe-Au-2,1.29237494,-2.832811473,2.1682,4,9.753,2.02,2.55,3,10.0949,10.0949,88.25405604,3.901431351,6.541468333,2,0.371562626,-1.708609763,2.740404268,2.541468333,1.205,0.98217036
397,2-WSe-Au-2,2.2506595,-2.828046799,2.3143,4,9.753,2.02,2.55,3,10.0949,10.0949,88.25405604,5.821338356,6.540488333,2,-3.366836369,5.833049584,3.070139341,2.540488333,1.205,0.98217036
398,2-WSe-Au-2,-0.53728827,-2.336097634,1.5843,10,9.225,2.309,2.54,1,10.0949,10.0949,88.25405604,1.584245014,11.222806,2,2.114628082,2.613052727,5.446573632,1.222806,0.289,0.98217036
399,2-WSe-Au-2,1.63244103,-2.833159173,1.5308,4,9.753,2.02,2.55,1,10.0949,10.0949,88.25405604,5.15586574,6.343445,2,6.733535178,1.932604031,3.132929728,2.343445,1.205,0.98217036
400,2-WSe-Au-2,1.5935453,-2.834590567,1.5295,4,9.753,2.02,2.55,1,10.0949,10.0949,88.25405604,3.94930706,6.448414,2,-1.688169835,4.861981232,3.13624712,2.448414,1.205,0.98217036
401,2-WSe-Au-2,1.46192409,-2.826626723,2.179166667,4,9.753,2.02,2.55,3,10.0949,10.0949,88.25405604,4.862698589,6.371472,2,7.121119062,4.131908756,2.758180232,2.371472,1.205,0.98217036
402,2-WSe-Au-2,1.41908126,-2.866156208,2.1861,4,9.753,2.02,2.55,3,10.0949,10.0949,88.25405604,3.211123666,6.342460333,2,8.833813983,1.220611805,2.769531802,2.342460333,1.205,0.98217036
403,2-WSe-Au-2,1.25363565,-2.832811473,2.168466667,4,9.753,2.02,2.55,3,10.0949,10.0949,88.25405604,3.231582619,6.541468333,2,5.069047186,6.352175967,2.74887219,2.541468333,1.205,0.98217036
404,2-WSe-Au-2,1.47934877,-2.869469341,2.1537,4,9.753,2.02,2.55,3,10.0949,10.0949,88.25405604,4.165698857,6.415430333,2,2.040197364,7.023020926,2.723923091,2.415430333,1.205,0.98217036
405,2-WSe-Au-2,-0.54095424,-2.336097634,1.585,10,9.225,2.309,2.54,1,10.0949,10.0949,88.25405604,1.584978415,11.222806,2,0.893287257,2.901482429,5.48121771,1.222806,0.289,0.98217036
406,0-MoS-Au-1,1.10343403,-2.687966158,2.079966667,4,10.36,2.07,2.58,3,9.5781,9.5781,79.44917021,5.041693576,6.454157,0,7.486415543,1.195543537,2.601415979,2.454157,1.325,0.96257667
407,0-MoS-Au-1,1.6485993,-1.11397369,1.9063,5,7.092,0.745,2.16,3,9.5781,9.5781,79.44917021,6.254285552,13.16858133,0,3.226299779,7.348456599,-0.484758979,8.168581333,-1.325,0.96257667
408,0-MoS-Au-1,-0.49048844,-2.589104704,1.5892,10,9.225,2.309,2.54,1,9.5781,9.5781,79.44917021,1.589129034,10.860674,0,4.071882747,4.191667701,5.375428997,0.860674,0.239,0.96257667
409,0-MoS-Au-1,1.14925939,-2.721373329,2.269433333,4,10.36,2.07,2.58,3,9.5781,9.5781,79.44917021,2.974278408,6.436516,0,0.856456885,5.033436583,2.70763829,2.436516,1.325,0.96257667
410,0-MoS-Au-1,-0.49365762,-2.589104704,1.5906,10,9.225,2.309,2.54,1,9.5781,9.5781,79.44917021,1.590513778,10.860674,0,3.246493779,2.549381951,5.399497077,0.860674,0.239,0.96257667
411,0-MoS-Au-1,1.21404449,-2.169338471,1.9477,4.333333333,9.270666667,1.628333333,2.44,3,9.5781,9.5781,79.44917021,5.023002971,8.696559333,0,0.986347857,7.943633235,1.998679043,4.363226,0.441666667,0.96257667
412,0-MoS-Au-1,1.04335838,-2.73398359,2.0737,4,10.36,2.07,2.58,3,9.5781,9.5781,79.44917021,3.049368675,6.435433667,0,1.527214859,5.900543474,2.606547068,2.435433667,1.325,0.96257667
413,0-MoS-Au-1,1.10304803,-2.687966158,2.082433333,4,10.36,2.07,2.58,3,9.5781,9.5781,79.44917021,5.038171574,6.454157,0,7.487684143,1.205900788,2.603940243,2.454157,1.325,0.96257667
414,0-MoS-Au-1,1.11261119,-2.662391808,2.095666667,4,10.36,2.07,2.58,3,9.5781,9.5781,79.44917021,5.230907038,6.470942,0,-1.605471409,5.865260152,2.625918388,2.470942,1.325,0.96257667
415,0-MoS-Au-1,1.04710453,-2.695081556,1.3721,4,10.36,2.07,2.58,1,9.5781,9.5781,79.44917021,3.589680539,6.482038,0,0.124561752,1.915152223,2.893085648,2.482038,1.325,0.96257667
416,0-MoS-Au-1,-0.48957856,-2.589104704,1.5896,10,9.225,2.309,2.54,1,9.5781,9.5781,79.44917021,1.589570789,10.860674,0,3.950245929,4.357198359,5.363513637,0.860674,0.239,0.96257667
417,0-MoS-Au-1,1.02566506,-2.651895411,1.37,4,10.36,2.07,2.58,1,9.5781,9.5781,79.44917021,4.894977785,6.457605,0,-1.595603913,4.554513283,2.896164292,2.457605,1.325,0.96257667
418,0-MoS-Au-1,-0.48733256,-2.589104704,1.5895,10,9.225,2.309,2.54,1,9.5781,9.5781,79.44917021,1.589457735,10.860674,0,3.898090338,4.243026531,5.346145863,0.860674,0.239,0.96257667
419,0-MoS-Au-1,1.04259263,-2.73398359,2.074766667,4,10.36,2.07,2.58,3,9.5781,9.5781,79.44917021,3.066527701,6.435433667,0,1.515647579,5.897058784,2.605088306,2.435433667,1.325,0.96257667
420,0-MoS-Au-1,1.1124423,-2.662391808,2.100666667,4,10.36,2.07,2.58,3,9.5781,9.5781,79.44917021,5.251859111,6.470942,0,-1.592521768,5.854553585,2.631090117,2.470942,1.325,0.96257667
421,0-MoS-Au-1,-0.49008823,-2.589104704,1.5892,10,9.225,2.309,2.54,1,9.5781,9.5781,79.44917021,1.589149719,10.860674,0,4.04441057,4.958943805,5.375680215,0.860674,0.239,0.96257667
422,0-MoS-Au-1,1.07479949,-2.73398359,2.126233333,4,10.36,2.07,2.58,3,9.5781,9.5781,79.44917021,3.893235363,6.435433667,0,1.051312512,6.795825143,2.645543935,2.435433667,1.325,0.96257667
423,0-MoS-Au-2,-0.66520741,-2.764052284,1.589,10,9.225,2.309,2.54,1,9.5781,9.5781,79.44917021,1.588940756,11.025218,0,2.833308277,2.550763676,5.380423966,1.025218,0.239,0.96257667
424,0-MoS-Au-2,0.92634436,-2.745198039,2.128333333,4,10.36,2.07,2.58,3,9.5781,9.5781,79.44917021,4.435118207,6.454997,0,5.359885254,1.242014888,2.651475114,2.454997,1.325,0.96257667
425,0-MoS-Au-2,-0.66392753,-2.764052284,1.5896,10,9.225,2.309,2.54,1,9.5781,9.5781,79.44917021,1.589546431,11.025218,0,2.457337638,2.218837288,5.378024947,1.025218,0.239,0.96257667
426,0-MoS-Au-2,1.0691129,-2.140783563,1.880266667,4.333333333,9.270666667,1.628333333,2.44,3,9.5781,9.5781,79.44917021,2.949555153,8.660653333,0,-0.821211425,5.493418576,1.963952915,4.32732,0.441666667,0.96257667
427,0-MoS-Au-2,0.86834551,-2.666997512,2.078466667,4,10.36,2.07,2.58,3,9.5781,9.5781,79.44917021,3.088226343,6.395143,0,5.317369503,6.66120122,2.607201149,2.395143,1.325,0.96257667
428,0-MoS-Au-2,1.02406567,-2.724005614,2.074,4,10.36,2.07,2.58,3,9.5781,9.5781,79.44917021,2.932136859,6.426863333,0,1.594308831,5.912672441,2.622871627,2.426863333,1.325,0.96257667
429,0-MoS-Au-2,-0.66655563,-2.764052284,1.5893,10,9.225,2.309,2.54,1,9.5781,9.5781,79.44917021,1.589236893,11.025218,0,2.564795957,2.187359001,5.39295693,1.025218,0.239,0.96257667
